Model,URL,Year,Price,Mileage,VehicleType,Make,Supplier,VATIncluded,Location,Price,confidence
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16604824-a61517f7/,2005,500000,,Curtainsider,KRONE,Трак-Сток,Цена с НДС,Москва,655077.10342,170706.7571
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16593592-f5a39ebb/,2012,1200000,500000,Curtainsider,KOGEL,,,Владимир,1059832.51978,238825.60498
,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16635634-7492c48d/,2018,2598000,50000,Curtainsider,MEUSBURGER,M7 TRUCK Москва Юг,,Москва,1986547.82088,276578.62286
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16640034-beceb8f6/,2008,800000,900000,Curtainsider,SCHMITZ CARGOBULL,M7 TRUCK Уфа,,Авдон,733732.18755,194922.86792
SDR 27,https://auto.ru/trailer/used/sale/krone/sdr_27/16644346-108ec77b/,2004,900000,,Refrigerator,KRONE,,,Новосибирск,1288279.16541,657508.63415
SD,https://auto.ru/trailer/used/sale/krone/sd/16596308-32b38477/,2012,2500000,,Refrigerator,KRONE,ГРУЗ СОЮЗ,Цена с НДС,Москва,2144175.37357,947664.3851
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16644396-5b9033ab/,2005,700000,1160813,Curtainsider,SCHMITZ CARGOBULL,ООО ИТЕКО Россия,Цена с НДС,Нижний Новгород,647233.76209,173534.2553
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16646130-51e8915e/,2011,900000,700000,Curtainsider,KRONE,M7 TRUCK Набережные Челны,,Набережные Челны,1078919.61173,247389.19779
SD,https://auto.ru/trailer/used/sale/krone/sd/16637834-dc906395/,2007,600000,100000,Platform,KRONE,,,Санкт-Петербург,709281.70249,192423.26499
SPR,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16517118-739c38fd/,2012,900000,299000,Curtainsider,SCHMITZ CARGOBULL,ТРАК ПЛАТФОРМА,Цена с НДС,Люберцы,1034092.94495,291070.09227
NS,https://auto.ru/trailer/used/sale/wielton/ns/16522050-0b2fdb08/,2004,899000,,Refrigerator,WIELTON,ООО Кварта-Трейд,,Ростов-на-Дону,1179156.92983,531251.07575
9746,https://auto.ru/trailer/used/sale/tonar/9746/16604482-35700492/,2008,490000,1027000,Platform,TONAR,,,Москва,641937.1851,281897.06972
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456202-8f113240/,2010,2140000,,Refrigerator,SCHMITZ CARGOBULL,Юнион КРОНЕ Кимовск,,Кимовск,2069540.99296,682543.48709
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16639056-b3403acd/,2018,4680000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Москва,4363655.38375,674691.25613
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630684-00b16dd8/,2018,4720000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Москва,4363655.38375,674691.25613
SDR 27,https://auto.ru/trailer/used/sale/krone/sdr_27/16320616-1ba9a3cf/,2003,1550000,600000,Refrigerator,KRONE,,,Тында,1266374.03135,709333.86884
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16593404-4f26658f/,2011,950000,298000,Curtainsider,KOGEL,Транспортная компания РОЗ-ГРУЗ,,Люберцы,1036027.61659,263244.99685
SPR,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16637626-17be72e6/,2007,555000,,Platform,SCHMITZ CARGOBULL,КОМПАНИЯ АВТОМОБИЛИЯ,,Ярославль,709784.49346,191494.51888
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16639992-5f3581ef/,2018,4690000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Москва,4363655.38375,674691.25613
SPR,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16636332-48523a3d/,2006,670000,700000,Curtainsider,SCHMITZ CARGOBULL,,,Челябинск,694153.00285,175268.68889
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16243196-16fcdafd/,2007,820000,10000,Curtainsider,SCHMITZ CARGOBULL,Global Truck Sales Москва Север,,Зеленоград,724307.64204,185142.95127
Cool Liner,https://auto.ru/trailer/used/sale/krone/cool_liner/16622524-c1e75965/,2013,2790000,680000,Curtainsider,KRONE,Триера Трак,Цена с НДС,Дубровки,1162082.40235,251535.99843
9746,https://auto.ru/trailer/used/sale/tonar/9746/16396076-c7784607/,2008,700000,700000,Curtainsider,TONAR,,,Ижевск,652191.37779,272428.61604
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16570608-d150786d/,2019,5422216,230000,Refrigerator,SCHMITZ CARGOBULL,ГРИН ЛАЙН,,Смоленск,4196064.30028,485666.96477
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16634858-37389d4d/,2019,2557053,41122,Curtainsider,SCHMITZ CARGOBULL,Шмитц Каргобулл Руссланд,Цена с НДС,Москва,1998011.50543,281304.41659
SD,https://auto.ru/trailer/used/sale/krone/sd/16545462-c1fa4774/,2006,600000,400,Platform,KRONE,,,Казань,697503.23114,181350.98277
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16545974-6140a50b/,2010,1780000,524614,Refrigerator,SCHMITZ CARGOBULL,ББС ГРУПП,,Мытищи,2055579.77554,470002.29001
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16165350-f5da9bf3/,2018,5060000,200000,Refrigerator,SCHMITZ CARGOBULL,АЙС КУБ,,Солнечногорск,4174042.07805,466772.92721
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/15990340-79e02065/,2008,795000,,Platform,SCHMITZ CARGOBULL,,,Брянск,732706.33395,199351.25263
SD,https://auto.ru/trailer/used/sale/krone/sd/16388140-c0ff0992/,2009,2500000,300000,Refrigerator,KRONE,АвтоБан,,Москва,2046299.88989,523855.36365
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16582466-56455d0f/,2006,650000,,Curtainsider,KOGEL,,,Архангельск,695114.8625,174266.90301
SD,https://auto.ru/trailer/used/sale/krone/sd/16636654-1397e214/,2011,2150000,,Refrigerator,KRONE,ГРУЗ СОЮЗ,,Москва,2047975.37757,728309.54239
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/15818390-55fc7c2f/,2012,820000,200,Platform,KOGEL,,,Брянск,957460.51931,260030.27852
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630734-431a1c99/,2017,4310000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Тосно,4245168.68554,603268.58292
SD,https://auto.ru/trailer/used/sale/krone/sd/16628516-a8971512/,2018,4200000,,Refrigerator,KRONE,Global Truck Sales Екатеринбург,Цена с НДС,Екатеринбург,4282041.43839,676626.04889
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16643746-5462e291/,2010,1050000,333000,Curtainsider,SCHMITZ CARGOBULL,Группа Милан,Цена с НДС,Санкт-Петербург,898816.11769,312866.50244
SD,https://auto.ru/trailer/used/sale/krone/sd/16583764-dafcf43e/,2016,1890000,50,Curtainsider,KRONE,Юнион КРОНЕ Кимовск,,Кимовск,1803896.51568,191495.46418
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16409802-ef64f1e2/,2015,3290000,500,Refrigerator,SCHMITZ CARGOBULL,,,Москва,3239216.85365,293398.99744
Profi Liner,https://auto.ru/trailer/used/sale/krone/profi_liner/16638550-30c70fdd/,2017,2300000,100000,Curtainsider,KRONE,,,Йошкар-Ола,1930110.59467,217383.43832
SDR 27,https://auto.ru/trailer/used/sale/krone/sdr_27/16640118-3156375f/,2007,1680000,,Refrigerator,KRONE,Агроводпром,,Барнаул,1642593.03503,496325.09597
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16587244-29262a1d/,2008,840000,,Curtainsider,KRONE,Global Truck Sales Екатеринбург,Цена с НДС,Екатеринбург,738016.54386,188427.52053
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16441606-a78245e6/,2017,4150000,500000,Refrigerator,SCHMITZ CARGOBULL,"ООО ""РЕД СТАР"" МАЗ Смоленск",,Смоленск,3914255.35494,409246.04983
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16645504-1e2d696c/,2017,4700000,120000,Refrigerator,SCHMITZ CARGOBULL,АГТ-Трейдинг,,Москва,3856763.00252,381315.86144
9988,https://auto.ru/trailer/used/sale/tonar/9988/16382606-5cc8d3f8/,2015,740000,,Curtainsider,TONAR,,,Набережные Челны,782731.4658,556889.16655
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16620762-a852dcca/,2010,2300000,50,Refrigerator,SCHMITZ CARGOBULL,Юнион КРОНЕ Кимовск,Цена с НДС,Кимовск,1034071.5434,623061.43301
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16511200-6e4cec89/,2018,5150247,300000,Refrigerator,SCHMITZ CARGOBULL,АЙС КУБ,Цена с НДС,Солнечногорск,4215500.82116,489665.89661
AZW 18,https://auto.ru/trailer/used/sale/krone/azw/16505354-e6103cb8/,2004,450000,,Platform,KRONE,ГРУЗ СОЮЗ,,Москва,535758.15449,177096.93438
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16599312-2223aea2/,2004,390000,,Platform,KOGEL,PRO АВТО,,Люберцы,535758.15449,177096.93438
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16478176-42720ca8/,2018,4500000,290000,Refrigerator,SCHMITZ CARGOBULL,ГРИН ЛАЙН,,Смоленск,4215500.82116,489665.89661
SPR,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16551130-540291b7/,2007,840000,1050,Curtainsider,SCHMITZ CARGOBULL,,,Железногорск,724307.64204,185142.95127
SD,https://auto.ru/trailer/used/sale/krone/sd/16568654-95ba3516/,2008,850000,,Curtainsider,KRONE,GROSS AUTO,Цена с НДС,Москва,738016.54386,188427.52053
SD,https://auto.ru/trailer/used/sale/krone/sd/16628960-1392b4cb/,2009,950000,100000,Platform,KRONE,,,Брянск,848700.4641,263847.09991
SCS Mega,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs_mega/16640328-5d352dbe/,2013,1340000,450000,Curtainsider,SCHMITZ CARGOBULL,ООО Группа Авто,Цена с НДС,Рязань,1167777.75054,256174.17157
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16635630-21f69865/,2011,850000,399000,Curtainsider,KOGEL,ТРАК ПЛАТФОРМА,,Люберцы,1055540.35636,235374.10571
SW24,https://auto.ru/trailer/used/sale/kogel/sw24/16488906-c15445ea/,2011,2400000,500000,Refrigerator,KOGEL,,,Новороссийск,1258932.47307,1091209.06907
NS,https://auto.ru/trailer/used/sale/wielton/ns/16621166-f003e511/,2010,1050000,880000,Curtainsider,WIELTON,,,Белгород,811076.60416,357381.53189
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16626650-9b73caad/,2007,675000,600000,Curtainsider,SCHMITZ CARGOBULL,,,Калуга,718081.93831,187712.04287
NS,https://auto.ru/trailer/used/sale/wielton/ns/16609799-6260b738/,2012,1600000,230000,Refrigerator,WIELTON,Лаки Логистик,,Москва,2175735.45708,810540.44913
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16594310-d6e6994a/,2019,2630000,70000,Curtainsider,SCHMITZ CARGOBULL,CargoLine group,Цена с НДС,Ольша,1995732.99715,280414.65752
SD,https://auto.ru/trailer/used/sale/krone/sd/16635478-c46353e0/,2014,1700000,540000,Curtainsider,KRONE,ТРАНСАЛЬЯНС Москва,Цена с НДС,Солнечногорск,1438643.11929,252490.08362
Krone,https://auto.ru/trailer/used/sale/krone/krone/16592030-e036864d/,2010,970000,,Curtainsider,KRONE,,,Самара,912684.19688,278212.64273
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16583290-491b1977/,2015,3700000,350000,Refrigerator,SCHMITZ CARGOBULL,Транзит-Дон Москва,,Москва,3287811.71004,300401.67969
9746,https://auto.ru/trailer/used/sale/tonar/9746/16625236-899c16cf/,2018,2300000,,Curtainsider,TONAR,,,Набережные Челны,1149294.43727,682212.72733
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16330374-1277563d/,2007,950000,,Curtainsider,SCHMITZ CARGOBULL,,,Каменка,719476.31689,183536.38435
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16600328-2f85ed93/,2015,1399777,600000,Curtainsider,SCHMITZ CARGOBULL,ТТ777,Цена с НДС,Москва,1485445.25953,231607.1133
SD,https://auto.ru/trailer/used/sale/krone/sd/16487098-4d5d2f8a/,2008,870000,,Curtainsider,KRONE,,,Санкт-Петербург,738016.54386,188427.52053
Cool Liner,https://auto.ru/trailer/used/sale/krone/cool_liner/16605061-be36694e/,2011,2549000,200000,Refrigerator,KRONE,M7 TRUCK Москва Юг,,Москва,1890331.44106,763224.75651
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16405298-d82e728a/,2010,1270000,,Curtainsider,SCHMITZ CARGOBULL,,,Каменка,914084.83477,279325.38648
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16628140-0e3a7658/,2018,2650000,58000,Curtainsider,KOGEL,Триера Трак,Цена с НДС,Дубровки,1968450.55557,280713.24243
Krone,https://auto.ru/trailer/used/sale/krone/krone/15648260-fd8bcc3e/,2011,1950000,600000,Refrigerator,KRONE,,,Смоленск,1998158.0509,611093.98882
SD,https://auto.ru/trailer/used/sale/krone/sd/16371840-51205056/,2011,1920000,600,Refrigerator,KRONE,,,Бийск,1774955.81816,610035.73425
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16627028-58b81485/,2016,3800000,500000,Curtainsider,SCHMITZ CARGOBULL,,,Москва,1777942.72943,202770.83257
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16623296-378d8637/,2005,650000,,Curtainsider,KRONE,,,Орёл,655077.10342,170706.7571
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16543758-1b359da7/,2015,1700000,579000,Platform,KOGEL,ТРАНСАЛЬЯНС Москва,Цена с НДС,Солнечногорск,1184879.16685,309995.87366
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16416437-25df3ded/,2011,900000,299000,Curtainsider,KOGEL,ТРАК ПЛАТФОРМА,Цена с НДС,Люберцы,1036027.61659,263244.99685
S24,https://auto.ru/trailer/used/sale/kogel/s24/16402182-0f479964/,2018,1990000,145000,Curtainsider,KOGEL,БорнТракСервис,,Москва,1942202.02973,289488.12311
Cool Liner,https://auto.ru/trailer/used/sale/krone/cool_liner/16518448-3c9ed26a/,2012,2660000,480000,Refrigerator,KRONE,Триера Трак,Цена с НДС,Дубровки,2112970.09555,856945.83203
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16578788-481ebcd2/,2013,1350000,,Curtainsider,KOGEL,Global Truck Sales Екатеринбург,,Екатеринбург,1138008.88075,241730.96146
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/15727945-4ad7586c/,2007,700000,,Curtainsider,KRONE,,,Псков,715094.70338,180570.78678
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16478068-5c7377cc/,2017,4155000,510000,Refrigerator,SCHMITZ CARGOBULL,ГРИН ЛАЙН,,Смоленск,3914255.35494,409246.04983
SD,https://auto.ru/trailer/used/sale/krone/sd/16496778-b61aa88f/,2018,4100000,,Refrigerator,KRONE,Технический центр Восток,,Всеволожск,4282041.43839,676626.04889
NS ST,https://auto.ru/trailer/used/sale/wielton/ns_st/16446449-07375e0c/,2004,500000,,Curtainsider,WIELTON,,,Конаково,535758.15449,177096.93438
SD,https://auto.ru/trailer/used/sale/krone/sd/16446167-be48df77/,2013,3200000,,Refrigerator,KRONE,,,Муром,2708513.26033,314412.02958
Krone,https://auto.ru/trailer/used/sale/krone/krone/16596306-10eda0ee/,2005,570000,,Platform,KRONE,Форсаж,,Котельники,653476.51275,172294.87103
SDR 27,https://auto.ru/trailer/used/sale/krone/sdr_27/16470150-a8056e70/,2004,890000,,Refrigerator,KRONE,SAEM-truck,Цена с НДС,Барнаул,1288279.16541,657508.63415
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16602978-3da103a7/,2002,900000,,Refrigerator,SCHMITZ CARGOBULL,Global Truck Sales Екатеринбург,,Екатеринбург,926687.12875,622918.04566
S24,https://auto.ru/trailer/used/sale/kogel/s24/16509588-1cb50cd6/,2014,2720000,500000,Refrigerator,KOGEL,AVTOKOMMERZ-TRUCKS,,Михнево,3333429.98901,342658.69475
S24,https://auto.ru/trailer/used/sale/kogel/s24/16611968-ff007af7/,2007,810000,,Curtainsider,KOGEL,ГРУЗ СОЮЗ,,Москва,715094.70338,180570.78678
SD,https://auto.ru/trailer/used/sale/krone/sd/16640006-4f48baa7/,2012,1280000,680000,Curtainsider,KRONE,Триера Трак,Цена с НДС,Дубровки,1085117.95886,245416.83446
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16604620-a1e52614/,2011,1200000,,Curtainsider,SCHMITZ CARGOBULL,M7 TRUCK Набережные Челны,,Набережные Челны,1089069.57024,252019.88112
